RowNumber,CustomerID,Surname,CreditScore,Country,Gender,Married,Age,Dependents,NumBankAccts,HasCrCard,EmergingMarketFund,RealEstate,PrivateEquity,GovtBonds,CorpBonds,ETF Tech,ETF Health,ETF Med,EstimatedSalary,Mortgage,Risk Profile,Debt,Net Assets,Portfolio Return,Diversification,BusinessOwner,Revenue,Margin,LifeInsurance,NumTransactions,LastTransactionDate,LastTransactionAmt,ForeignAssets,NumProducts,Churn,Discount,Retention,CLV
124,15760085,Calabresi,684,Germany,Female,1,48,5,1,1,1,0,1,0,0,0,0,0,198129,0,0.38,25007,59745,0.1027,0.3513,0,9153.25,0.08,1,4,5/18/2015,6733.2,0.39,6,0,0.36,,
125,15779659,Zetticci,625,France,Female,1,28,5,1,0,0,1,1,0,1,0,0,1,183646,0,0.1,25168,79541,0.0999,0.3523,0,46172,0.06,0,2,7/18/2016,2892.1,0,1,0,0.71,,
126,15627360,Fuller,432,France,Male,1,42,3,1,1,0,1,0,0,0,0,0,0,110265,1,0.32,14781,77960,0.1715,0.1644,0,54099.57,0.08,0,8,8/21/2017,1724.1,0.11,4,1,0.28,,
127,15671137,MacDonald,549,France,Female,0,52,1,1,0,0,1,1,0,0,0,1,0,8636,1,0.22,0,68983,0.13,0.3821,1,23889.8,0.06,1,4,5/22/2019,1386.1,0.45,3,1,0.76,,
128,15782688,Piccio,625,Germany,Male,0,56,1,1,1,1,0,0,0,1,1,0,1,46824,1,0.12,22379,99469,0.1741,0.181,0,75126.2,0.13,0,4,8/2/2018,9816.1,0.46,3,0,0.74,,
129,15575492,Kennedy,828,France,Female,1,41,4,2,1,1,1,1,0,1,1,1,0,171379,0,0.16,18821,81556,0.1668,0.239,1,66500.44,0.08,0,9,2/19/2019,3010.7,0.05,3,0,0.28,,
130,15591607,Fernie,770,France,Male,1,24,4,1,1,1,1,0,1,0,1,1,0,167256,0,0.3,8166,99411,0.1303,0.2488,0,20067.41,0.03,0,1,10/19/2016,7881.8,0.18,3,0,0.22,,
131,15740404,He,758,France,Female,1,34,3,2,1,1,0,1,0,1,1,0,0,124226,0,0.2,36716,83552,0.172,0.1534,1,43537.02,0.11,1,9,3/4/2017,7437.2,0,3,1,0.43,,
132,15718369,Kaodilinakachukwu,795,Germany,Female,1,33,3,1,1,0,1,1,1,1,1,0,1,114935,0,0.31,27478,45170,0.1046,0.1852,0,44539.99,0.05,1,9,8/11/2017,2376.5,0,2,1,0.5,,
133,15677871,Cocci,687,France,Male,0,38,0,1,1,0,0,0,1,1,0,1,1,35609,0,0.16,4109,59990,0.1658,0.4312,1,88749.25,0.11,1,10,12/27/2015,9588.9,0.31,2,1,0.26,,
134,15642004,Alekseeva,686,France,Male,0,25,1,2,0,0,0,1,1,0,0,1,1,16459,0,0.09,18220,79135,0.1411,0.2803,1,21530.71,0.04,1,8,1/17/2015,3790.7,0,2,1,0.17,,
135,15712543,Chinweike,789,Germany,Male,1,39,4,2,1,0,0,0,0,1,1,0,1,124411,0,0.18,37873,53926,0.1019,0.3769,0,31641.96,0.06,1,9,1/5/2017,3075.6,0,3,1,0.46,,
136,15584518,Arthur,589,Germany,Female,0,50,0,2,1,0,1,1,0,1,1,1,1,34941,0,0.31,1657,20936,0.1554,0.3121,0,23499.54,0.07,1,9,10/29/2018,8848.3,0.25,3,1,0.48,,
137,15802381,Li,461,Germany,Female,1,34,2,1,0,1,0,1,0,1,0,1,1,167784,0,0.01,18643,20683,0.0875,0.3222,0,62806.32,0.06,1,6,2/20/2017,8488,0.25,5,0,0.59,,
138,15610156,Ma,637,France,Male,1,40,0,1,0,0,1,1,0,1,1,0,1,93165,0,0.17,0,79295,0.1125,0.1291,1,11337.54,0.05,1,3,6/23/2017,8717.7,0.34,5,0,0.34,,
139,15594408,Chia,584,Spain,Female,1,48,1,1,1,1,1,0,1,0,0,0,1,75161,1,0.39,6946,95236,0.1339,0.281,1,45350.87,0.06,0,10,5/7/2019,2439.8,0.4,6,1,0.7,,
140,15640905,Vasin,579,Spain,Female,0,35,0,2,0,1,1,1,0,0,1,0,0,8591,1,0.45,36048,51304,0.1603,0.3682,1,29109.75,0.04,1,5,3/28/2018,9585.1,0.23,2,1,0.13,,
141,15698932,Groves,756,Germany,Male,1,44,5,1,1,0,0,0,1,0,0,1,1,189544,0,0.36,10431,89399,0.1373,0.4324,1,14620.9,0.08,0,8,12/19/2017,3670.1,0.45,1,1,0.36,,
142,15724944,Tien,663,France,Male,1,34,5,2,1,0,1,1,1,0,0,0,0,180427,0,0.35,32904,92797,0.1473,0.1411,1,87651.29,0.13,1,8,8/30/2018,812.6,0.36,5,0,0.29,,
143,15628145,Forwood,682,France,Female,1,43,4,1,1,1,0,0,1,0,1,1,1,193318,0,0.37,8769,38306,0.1471,0.2076,0,74462.32,0.09,1,4,4/18/2019,6395,0.32,2,1,0.03,,
144,15713483,Greeves,793,Spain,Male,1,52,4,1,1,1,1,1,1,0,0,0,1,159124,1,0.45,22726,30889,0.1168,0.1271,1,52016.37,0.06,0,4,12/3/2017,1907.8,0.2,6,0,0.18,,
145,15612350,Taylor,691,France,Female,1,31,4,1,1,1,1,0,0,1,1,0,0,126214,1,0.4,17844,68288,0.1361,0.2831,1,44895.24,0.05,0,6,9/23/2018,8117,0,4,0,0.12,,
146,15800703,Madukwe,485,Spain,Female,0,21,1,1,1,0,1,1,1,0,0,1,0,54142,0,0.19,0,54286,0.1695,0.1962,1,13212.17,0.06,1,8,4/28/2015,1786.5,0,4,0,0.2,,
147,15705707,Bennelong,635,Spain,Female,1,29,5,2,1,0,0,0,1,1,1,0,1,141076,0,0.46,4679,76024,0.0934,0.2082,0,46550.55,0.1,0,8,9/4/2017,1295.9,0.47,1,1,0.66,,
148,15754105,Olisanugo,650,France,Male,0,37,0,1,0,1,1,0,1,0,0,0,0,24495,0,0.26,16230,36051,0.1296,0.1454,1,35232.05,0.11,0,1,4/24/2016,7873.7,0.48,3,1,0.16,,
149,15703264,Chukwufumnanya,735,France,Male,1,44,1,1,1,0,1,1,0,0,0,1,0,74836,0,0.17,8787,71439,0.1698,0.2504,1,89154.96,0.1,0,7,7/2/2016,5104.7,0,6,1,0.17,,
150,15794413,Harris,416,France,Male,0,32,1,2,0,0,1,1,0,1,0,0,0,879,0,0.33,18862,28740,0.1651,0.3111,1,29272.07,0.09,1,1,8/9/2018,433,0.38,2,1,0.11,,
151,15650237,Morgan,754,Spain,Female,1,32,0,2,1,1,1,1,0,0,1,1,1,89521,0,0.16,0,82296,0.1591,0.1229,1,20447.62,0.04,0,4,11/12/2015,3696.2,0.23,6,1,0.5,,
152,15759618,Alexeeva,535,France,Female,1,48,4,1,1,0,1,1,1,0,1,1,0,149893,1,0.13,24390,53235,0.1123,0.3995,0,53962,0.1,0,2,10/23/2017,6562.8,0.25,4,0,0.09,,
153,15811589,Metcalfe,716,Spain,Male,1,42,4,2,1,1,1,0,0,1,0,0,0,180800,0,0.29,23150,21491,0.1204,0.4187,0,11578.55,0.03,0,5,9/15/2015,6643.4,0.13,5,1,0.17,,
154,15689044,Humphries,539,France,Male,1,37,0,1,1,0,0,0,1,0,1,0,0,98646,0,0.18,3280,44189,0.1076,0.2121,1,38449.72,0.08,0,9,7/12/2015,3205.4,0.37,5,1,0.58,,
155,15709368,Milne,614,France,Female,1,43,5,2,1,1,0,0,1,1,1,0,0,109042,0,0.43,14021,21696,0.1093,0.2821,1,80746.05,0.13,1,3,3/27/2015,6599.1,0,2,1,0.04,,
156,15679145,Chou,706,Spain,Male,0,57,1,1,1,1,1,1,1,0,1,1,1,17941,1,0.49,25252,54904,0.0817,0.2465,0,39374.89,0.06,0,3,11/7/2018,856.1,0.5,6,1,0.25,,
157,15655007,Li,758,France,Female,1,33,1,2,0,0,0,0,0,0,0,0,0,82996,0,0.08,33939,91989,0.1403,0.278,0,16827.98,0.03,0,6,9/30/2016,9828.6,0,4,0,0.57,,
158,15623595,Clayton,586,Spain,Female,1,28,0,2,1,1,1,1,0,0,0,0,0,92067,0,0.27,43912,33192,0.1597,0.2075,0,17253.94,0.06,1,6,8/9/2018,9019.6,0.2,5,1,0.04,,
159,15589975,Maclean,646,France,Female,1,73,2,1,0,1,1,1,0,0,0,0,1,104720,0,0.41,20020,42211,0.1651,0.2206,0,31399.28,0.1,1,5,4/30/2015,8897.8,0.12,1,1,0.22,,
160,15804017,Chigolum,631,Germany,Female,1,33,3,1,0,0,1,0,0,1,0,0,1,112688,0,0.44,20323,25021,0.0867,0.1687,1,101301.47,0.12,0,2,2/11/2018,6634.1,0.02,4,0,0.08,,
161,15692132,Wilkinson,717,Spain,Female,1,22,1,1,0,1,0,1,1,1,1,0,0,84700,0,0.19,39061,57497,0.1407,0.447,1,30160.96,0.06,1,3,11/23/2017,6544.2,0,4,1,0.07,,
162,15641122,Wei,684,France,Male,1,30,1,2,1,0,0,1,1,0,1,0,1,83474,0,0.48,36438,53304,0.137,0.2202,1,45606.03,0.12,0,9,7/21/2016,5586.9,0.07,2,1,0.47,,
163,15630910,Treacy,800,France,Female,0,49,1,1,0,1,0,1,1,1,0,0,0,47125,0,0.15,0,36690,0.1341,0.3474,0,7927.29,0.04,0,10,4/15/2016,3055.2,0,1,1,0.26,,
164,15680772,Hu,721,Spain,Female,1,36,5,2,1,0,0,0,1,0,1,0,0,106978,0,0.5,29278,35247,0.0963,0.3264,0,98225.41,0.13,1,1,12/4/2017,2575.2,0,4,1,0.46,,
165,15658929,Taverner,683,Spain,Male,0,29,0,1,1,0,1,1,1,1,1,0,1,55583,1,0.09,14350,92785,0.1208,0.2685,0,31568.55,0.07,0,1,9/14/2017,5303.6,0.42,3,0,0.04,,
166,15585388,Sherman,660,Germany,Male,1,31,5,2,1,0,1,0,1,0,0,1,0,139874,0,0.46,26099,62841,0.1008,0.4066,0,43237.02,0.07,1,3,12/9/2015,5032.9,0.5,4,1,0.49,,
167,15724623,Taubman,704,Germany,Female,1,24,2,1,1,0,1,0,1,1,1,0,1,162503,1,0.05,25793,47544,0.1618,0.1374,1,7468.65,0.05,0,4,10/3/2017,7549.6,0.11,1,0,0.68,,
168,15588537,Robinson,615,Spain,Female,1,41,4,1,1,0,0,1,1,0,0,0,0,196500,0,0.44,24405,46110,0.1467,0.1914,1,44009.63,0.05,0,10,3/17/2017,7981.8,0,4,0,0.45,,
169,15574692,Pinto,667,Spain,Female,0,39,0,2,1,1,0,1,1,0,1,0,0,40721,1,0.03,34978,97159,0.1603,0.4061,1,15821.69,0.06,0,10,11/18/2018,1542.5,0,5,0,0.27,,
170,15611325,Wood,682,Germany,Male,0,24,1,2,0,1,0,0,0,0,1,0,0,53134,0,0.36,5197,92698,0.1491,0.3617,1,33266.64,0.11,0,2,8/1/2018,8626.2,0.22,2,1,0.05,,
171,15587562,Hawkins,484,France,Female,1,29,3,1,1,1,0,0,1,1,0,1,0,164018,0,0,35557,25744,0.0835,0.3864,0,35487.54,0.09,0,8,1/14/2015,2807.7,0,1,0,0.76,,
172,15613172,Sun,628,Germany,Male,1,27,4,2,1,0,0,0,0,1,1,0,0,155997,0,0.18,13442,75635,0.1407,0.2807,0,86492.1,0.13,0,4,3/13/2017,9257.3,0.08,2,1,0.47,,
173,15651022,Yost,480,Germany,Male,0,44,1,1,1,0,1,1,1,1,1,1,0,5473,1,0.35,41862,30299,0.1732,0.1985,0,69962.95,0.13,0,10,8/3/2016,4875.3,0.41,2,1,0.74,,
174,15586310,Ting,578,France,Male,1,30,3,1,1,1,0,0,1,0,1,0,0,112187,0,0.36,11651,52041,0.1699,0.2315,1,45195.1,0.12,0,7,3/7/2017,6925.1,0,1,0,0.54,,
175,15625524,Rowe,512,France,Male,1,40,4,2,1,1,1,1,1,0,1,1,0,146458,0,0.16,42798,97024,0.1226,0.3253,0,48807.17,0.07,1,8,3/9/2018,5526,0.26,6,1,0.62,,
176,15755209,Fu,484,Spain,Female,0,35,0,1,1,1,0,1,1,1,1,1,1,27286,0,0.47,41257,50444,0.0891,0.449,1,30557.85,0.05,1,5,7/5/2015,6549.6,0.5,1,1,0.72,,
177,15645248,Ho,510,France,Female,1,30,5,2,1,0,0,0,1,1,1,0,1,130553,0,0.26,36435,68690,0.1265,0.3098,0,59429.38,0.07,1,5,12/31/2015,5401.4,0.1,6,1,0.58,,
178,15790355,Okechukwu,606,Germany,Male,1,36,2,2,0,0,1,0,0,1,1,1,1,179352,0,0.31,8184,76131,0.0887,0.2541,1,85547.71,0.12,0,7,3/5/2016,4794.4,0.33,5,1,0.21,,
179,15762615,Campbell,597,Spain,Female,1,40,1,1,0,0,1,1,1,0,1,1,0,94774,0,0.03,0,77781,0.102,0.3352,1,24907.99,0.12,1,1,3/12/2015,8307.2,0,2,0,0.26,,
180,15625426,Ashbolt,754,Germany,Female,0,55,1,1,1,0,1,0,0,1,1,0,1,8081,1,0.48,7423,88000,0.1105,0.4328,0,92004.26,0.13,0,3,1/9/2016,3742.5,0,5,1,0.11,,
181,15716334,Rozier,850,Spain,Female,0,45,1,1,1,1,1,0,0,1,1,0,0,19483,0,0,36794,21111,0.1048,0.2748,0,19266.02,0.11,1,1,8/16/2016,2119.8,0.15,3,1,0.19,,
182,15789669,Hsia,510,France,Male,0,65,1,2,1,1,0,0,1,0,1,0,1,48072,0,0.14,0,98281,0.1484,0.232,1,43422.09,0.11,1,4,5/19/2017,3274.2,0.33,5,0,0.43,,
183,15621075,Ogbonnaya,778,Germany,Female,1,45,5,2,1,0,0,0,1,0,1,1,1,174531,0,0.31,20486,92990,0.094,0.3089,0,37117.62,0.04,0,3,11/11/2015,5384,0.08,5,0,0.26,,
184,15810845,T'ang,636,France,Male,0,42,0,2,1,1,0,0,0,1,0,0,0,55471,0,0.34,27931,27954,0.127,0.423,0,91762.42,0.12,1,3,3/1/2019,5596.6,0.26,1,1,0.27,,
185,15719377,Cocci,804,France,Female,0,50,0,1,1,0,0,1,0,0,0,1,1,8547,1,0.47,18445,61316,0.1442,0.2834,1,39441.27,0.05,1,2,5/1/2018,626.8,0.23,6,1,0.09,,
186,15654506,Chang,514,France,Male,1,32,0,2,1,1,1,1,1,1,1,1,1,95857,0,0.2,0,69852,0.1768,0.3822,1,66484.95,0.12,0,3,6/22/2017,4538.1,0,3,1,0.67,,
187,15771977,T'ao,730,France,Female,1,39,2,1,1,0,0,0,1,0,0,1,0,194946,0,0.4,20143,84143,0.1112,0.1095,1,59312.18,0.11,0,7,2/2/2015,8365.1,0.34,2,0,0.76,,
188,15708710,Ford,525,Spain,Female,1,37,5,1,0,0,0,0,1,1,1,0,0,131522,0,0.19,0,50750,0.082,0.1261,1,19725.59,0.06,1,4,5/23/2015,713.5,0,2,1,0.38,,
189,15726676,Marshall,616,Spain,Male,1,30,5,2,0,1,1,0,0,1,0,0,1,196109,0,0.42,30535,32493,0.1197,0.2515,0,39458.02,0.05,1,4,6/25/2016,6283.5,0.02,5,0,0.12,,
190,15587421,Tsai,687,Germany,Female,1,34,2,2,1,0,0,1,0,0,1,1,1,148565,0,0.41,43167,27268,0.1001,0.1215,0,19134.77,0.09,0,10,11/7/2016,467.8,0.32,4,1,0.73,,
191,15726931,Onwumelu,715,France,Female,1,41,0,2,0,0,0,0,0,1,0,0,0,92983,1,0.11,37696,96775,0.1388,0.12,0,44445.94,0.11,0,2,2/20/2015,8760.7,0,2,1,0.1,,
192,15771086,Graham,512,France,Female,0,36,0,2,1,0,1,1,0,1,1,0,0,17675,0,0.1,37112,87661,0.1423,0.2982,0,50271.4,0.09,0,7,6/19/2017,7004.7,0.36,5,1,0.43,,
193,15756850,Golovanov,479,France,Male,1,40,3,2,0,1,0,1,0,0,0,1,0,114996,0,0.35,1177,32065,0.1199,0.4002,1,49009.64,0.09,0,10,6/24/2015,6420,0.41,4,0,0.48,,
194,15702741,Potts,601,France,Male,1,32,0,1,1,0,0,0,1,0,0,0,0,86957,0,0.11,24153,99256,0.1063,0.2593,0,76785.72,0.1,0,1,12/21/2016,6389.8,0.5,4,0,0.48,,
195,15679200,Crawford,580,Spain,Male,1,29,5,2,1,0,1,0,1,0,1,0,0,128078,0,0.11,3298,85177,0.1025,0.2227,1,44809.02,0.08,0,5,7/27/2016,4692.4,0.38,4,1,0.1,,
196,15594815,Aleshire,807,France,Male,0,35,0,1,1,0,0,0,0,0,0,0,0,600,0,0.15,0,27894,0.1533,0.1177,0,67543.43,0.07,1,6,3/29/2017,6687,0.29,4,1,0.46,,
197,15635905,Moran,616,Spain,Female,0,32,1,2,1,0,1,1,1,0,1,1,1,43001,0,0.02,28921,72145,0.1597,0.2744,0,55234.83,0.1,1,5,9/21/2018,983.9,0.36,4,1,0.76,,
198,15777892,Samsonova,721,Germany,Male,1,37,5,1,1,0,0,0,0,0,1,1,1,158591,0,0.46,39482,72822,0.1664,0.2293,1,15676.93,0.03,1,10,4/9/2018,3409.4,0,2,1,0.63,,
199,15656176,Jenkins,501,France,Male,0,57,1,2,1,1,0,1,0,0,0,0,1,47847,0,0.31,39447,40449,0.1291,0.4557,1,60478.02,0.07,1,8,8/11/2015,5118.1,0,1,0,0.18,,
200,15811127,Volkov,521,France,Male,0,35,1,1,1,1,1,0,0,1,0,1,1,10488,0,0.34,42220,49755,0.1766,0.1382,0,29900.92,0.05,0,10,2/8/2019,5328.6,0,3,0,0.7,,
201,15604482,Chiemezie,850,Spain,Male,0,30,0,1,1,1,1,1,0,1,1,0,0,5978,0,0.16,44974,21997,0.1018,0.3373,1,98409.16,0.12,1,4,11/9/2017,7496.4,0.2,1,1,0.37,,
202,15622911,Jude,759,France,Male,1,42,3,1,0,1,1,0,0,1,1,1,1,121409,0,0.21,2531,76009,0.1563,0.1876,1,45274.35,0.07,1,1,7/16/2016,3801.9,0.38,3,1,0.76,,
203,15600974,He,516,Spain,Male,1,50,5,1,0,1,0,0,0,0,1,1,1,146146,1,0.1,37007,38044,0.1276,0.4691,0,76417.38,0.11,1,3,6/9/2015,694.3,0,6,0,0.07,,
204,15727868,Onuora,711,France,Female,0,38,0,2,1,0,0,0,0,1,0,0,1,14375,1,0.1,29948,85856,0.1137,0.1502,0,24820.85,0.09,1,1,1/29/2018,3401,0.07,5,0,0.23,,
205,15627801,Ginikanwa,512,Spain,Male,1,33,0,1,1,0,1,0,1,0,1,1,1,94671,0,0.07,3108,70606,0.0845,0.1996,0,19654.09,0.03,0,6,12/11/2015,6487.6,0,4,0,0.72,,
206,15773039,Ku,550,France,Male,1,37,5,1,1,0,1,0,0,1,0,0,0,179670,0,0.46,10274,92887,0.1093,0.4684,0,15245.41,0.04,1,2,1/16/2016,8449.3,0.42,1,1,0.31,,
207,15755262,McDonald,608,Spain,Female,1,41,4,1,0,0,0,0,0,1,1,0,1,199305,1,0.39,15960,87547,0.1427,0.4611,1,29939.23,0.05,0,2,9/9/2018,1034.8,0,6,0,0.39,,
208,15679531,Collins,618,France,Male,1,34,4,1,1,0,1,0,0,0,1,0,0,151954,0,0.18,11413,31564,0.1326,0.4654,0,19929.95,0.1,1,9,1/25/2015,6671.7,0.31,2,0,0.13,,
209,15684181,Hackett,643,France,Male,1,45,4,1,1,0,0,1,0,0,1,0,1,142514,1,0.5,0,22652,0.16,0.3087,1,10448.83,0.05,0,8,10/8/2016,1890,0,2,1,0.66,,
210,15612087,Dike,671,France,Male,1,45,2,1,0,1,0,0,0,0,0,0,0,158265,0,0.46,44974,33644,0.1426,0.3428,1,9314.8,0.04,1,9,1/10/2016,6095.1,0,1,0,0.7,,
211,15752047,Trevisano,689,Germany,Male,1,33,2,2,1,1,0,0,1,1,1,0,1,169382,0,0.18,0,54293,0.0996,0.2685,0,55609.01,0.07,0,6,6/24/2016,8640.6,0.02,4,0,0.5,,
212,15624592,Tan,603,France,Male,1,31,4,2,1,0,0,1,1,1,0,0,0,169915,0,0.27,16399,90143,0.0904,0.2396,0,53341.82,0.09,1,10,1/4/2017,5678.7,0.39,6,0,0.64,,
213,15573152,Glassman,620,France,Female,1,41,1,2,0,1,1,0,0,0,1,1,1,88852,0,0.43,42442,73177,0.1767,0.354,1,39384.02,0.04,0,5,9/28/2016,2772.6,0,6,1,0.75,,
214,15594917,Miller,676,France,Female,0,34,0,1,1,1,1,1,0,0,0,1,0,40646,0,0.03,21983,20363,0.1001,0.4148,0,12330.22,0.08,1,8,12/25/2016,4676.4,0,4,1,0.68,,
215,15785542,Kornilova,572,Germany,Male,1,26,0,2,0,0,0,1,1,0,1,1,1,60427,0,0.34,1009,50832,0.1433,0.2079,0,39911.98,0.1,0,1,4/20/2015,2864.3,0.25,3,1,0.65,,
216,15723488,Watson,668,Germany,Male,1,47,3,1,0,1,1,0,0,0,0,1,0,157959,1,0.08,41916,63437,0.084,0.2083,0,37489.79,0.04,1,6,3/12/2018,1906.8,0.37,3,1,0.38,,
217,15680920,Marchesi,695,France,Male,1,46,4,1,1,0,1,0,0,1,1,0,1,133007,0,0.13,0,47452,0.1337,0.2821,0,33390.17,0.11,0,2,9/18/2016,2586.7,0.19,1,0,0.09,,
218,15786308,Millar,730,Spain,Female,1,33,5,2,0,1,1,0,1,1,1,0,0,176577,0,0.4,28597,31766,0.0805,0.2705,1,53863.78,0.11,0,9,4/20/2018,9523.9,0.18,5,0,0.14,,
219,15659366,Shih,807,France,Male,0,43,1,2,1,0,1,0,1,0,1,1,0,34888,1,0.33,1207,76993,0.0882,0.1089,0,28811.45,0.05,0,3,5/13/2017,5783.3,0.29,5,0,0.75,,
220,15774854,Fuller,592,France,Male,0,54,0,1,1,1,0,1,1,0,0,0,0,28738,1,0.41,42179,28267,0.1676,0.3868,1,14898.24,0.08,1,6,9/29/2015,4171.5,0.48,1,1,0.05,,
221,15725311,Hay,726,France,Female,1,31,0,2,1,1,1,1,0,0,0,1,1,98179,0,0.26,0,49692,0.1059,0.1019,0,53538.04,0.08,1,3,10/24/2017,5605.2,0.17,6,1,0.03,,
222,15787155,Yang,514,Spain,Male,1,30,2,1,0,0,0,0,0,0,1,0,1,125010,0,0.21,21300,92313,0.122,0.277,1,68041.68,0.11,1,8,7/25/2017,3123,0,6,1,0.11,,
223,15727829,McIntyre,567,France,Male,1,42,3,2,1,0,1,1,1,0,0,0,1,167985,0,0.31,1650,50913,0.1129,0.3964,1,52210.21,0.09,1,6,6/1/2015,7719.7,0,5,0,0.16,,
224,15733247,Stevenson,850,France,Male,0,33,0,1,1,1,1,1,1,1,0,1,1,4862,1,0.34,5713,83167,0.1291,0.1918,0,49764.69,0.07,0,6,9/5/2018,6114.1,0.4,4,1,0.24,,
225,15568748,Poole,671,Germany,Male,1,45,3,1,1,0,0,0,0,1,0,0,0,108872,1,0.06,12334,57839,0.1549,0.3098,1,28046.53,0.06,1,2,9/22/2017,6631.1,0.24,1,1,0.55,,
226,15699029,Bagley,670,France,Male,1,37,5,2,1,1,0,1,1,0,1,1,1,198253,0,0.39,16268,80623,0.0911,0.4742,0,52510.61,0.07,0,6,3/22/2015,4663,0.41,2,1,0.06,,
227,15774393,Ch'ien,694,France,Female,0,30,1,2,1,1,0,0,1,0,0,1,0,26960,0,0.04,0,79068,0.1307,0.4114,1,26442.7,0.11,1,2,1/30/2018,2198.1,0,4,0,0.38,,
228,15676895,Cattaneo,547,Germany,Female,1,39,0,3,1,1,1,1,1,1,0,0,1,85747,1,0.04,41366,23119,0.1441,0.2491,0,66607.39,0.07,1,10,4/13/2019,3122.9,0.01,2,1,0.37,,
229,15637753,O'Sullivan,751,Germany,Male,1,50,1,1,1,1,0,1,1,1,0,0,1,77206,1,0.22,36664,85791,0.1307,0.4463,0,51595.25,0.08,0,9,5/3/2018,1718.1,0,6,1,0.31,,
230,15605461,Lucas,594,Germany,Female,1,29,0,1,1,1,0,0,0,1,0,0,0,61049,0,0.16,18514,89801,0.1054,0.2633,0,63467.21,0.09,0,8,1/25/2018,6070.7,0,1,1,0.18,,
231,15808473,Ringrose,673,France,Male,1,72,4,2,0,1,0,1,0,0,0,0,0,111981,0,0.25,0,47559,0.1439,0.1507,1,115386.81,0.12,1,5,11/11/2018,4323.3,0.46,4,0,0.56,,
232,15627000,Freeman,610,France,Male,1,40,0,2,1,0,0,1,0,1,1,0,1,62233,0,0.04,43468,36918,0.1238,0.3101,1,25182.68,0.07,0,3,5/5/2017,7717.8,0.5,6,0,0.6,,
233,15787174,Sergeyev,512,France,Female,1,37,2,2,0,1,0,0,1,1,0,1,0,156105,0,0.03,23991,28887,0.1349,0.4716,0,22166.07,0.08,1,3,9/1/2016,8124.3,0,4,1,0.11,,
234,15723886,Fiore,767,Germany,Male,1,20,4,2,0,1,0,0,0,0,0,0,1,150135,0,0.18,0,29264,0.1586,0.4569,1,61691.63,0.08,1,8,4/12/2019,5382.7,0,4,1,0.31,,
235,15704769,Smith,585,France,Female,1,67,1,2,0,0,0,0,1,1,1,1,1,93146,0,0.02,40690,76488,0.1118,0.4594,0,56350.18,0.07,1,5,1/23/2018,7431.6,0,5,0,0.24,,
236,15772896,Dumetochukwu,763,Germany,Male,0,42,1,1,1,0,0,0,0,1,1,1,1,33463,1,0.42,34871,49059,0.1528,0.1838,1,41850.51,0.06,0,6,9/5/2017,8303.6,0.29,4,0,0.08,,
237,15711540,Pacheco,712,France,Female,1,29,3,1,1,0,0,1,0,0,1,0,0,144375,0,0.06,40517,45343,0.1166,0.4623,1,19269.63,0.05,1,1,12/4/2017,2090.7,0,6,0,0.62,,
238,15764866,Synnot,539,Germany,Female,0,43,1,3,1,0,1,1,1,0,1,1,1,55804,1,0.06,35514,78302,0.101,0.3421,0,53761.82,0.08,0,2,5/29/2015,4952.8,0.34,3,0,0.08,,
239,15794056,Johnston,668,France,Female,1,46,0,3,1,0,1,1,0,0,1,0,0,89048,1,0.36,30270,71196,0.127,0.4582,1,42989.03,0.05,0,8,5/24/2017,1672.1,0.21,3,1,0.08,,
240,15795149,Stevens,703,France,Male,1,28,5,2,0,1,0,1,0,1,0,1,0,162812,0,0.28,0,38354,0.1193,0.3394,1,46366.8,0.05,1,9,5/30/2017,2207,0,2,0,0.57,,
241,15812009,Grant,662,Spain,Male,1,38,3,2,1,1,1,0,0,0,1,1,1,136260,0,0.14,10959,79210,0.1789,0.2703,0,37577.61,0.08,0,5,9/16/2016,5996,0.49,6,0,0.59,,
242,15651001,Tsao,725,Germany,Female,1,39,2,1,1,1,0,1,1,1,1,0,0,124053,0,0,21792,24246,0.1758,0.3738,0,35094.82,0.08,0,9,2/21/2015,5516.4,0.41,3,0,0.57,,
243,15813844,Barnes,703,France,Male,1,37,1,2,0,0,1,0,1,0,1,0,0,74159,0,0.39,27833,89752,0.1063,0.1443,0,94660.01,0.1,1,10,6/1/2015,7733.6,0.05,6,0,0.04,,
244,15596175,McIntosh,659,Germany,Male,0,67,0,1,1,1,0,0,0,0,0,0,1,45071,1,0.45,0,69785,0.1297,0.3943,1,31142.31,0.12,1,6,12/9/2017,1864,0,2,0,0.53,,
245,15576269,Madison,523,Spain,Male,1,34,0,2,1,1,1,1,0,0,1,1,1,62030,0,0.03,22114,52956,0.1291,0.4762,1,71148.31,0.11,0,10,5/30/2018,6409.4,0.2,4,1,0.54,,
246,15797219,Ifesinachi,635,France,Female,1,40,5,1,1,1,0,1,1,1,0,0,0,131953,1,0.18,0,27154,0.1597,0.4499,0,49569.6,0.11,0,3,8/22/2018,521,0.31,3,0,0.24,,
247,15685500,Glazkov,772,Germany,Male,1,26,0,2,1,1,1,0,1,1,1,1,0,79414,0,0.33,19049,91466,0.1031,0.1586,0,18700.92,0.08,0,5,11/25/2017,8676,0,2,1,0.69,,
248,15599792,Dimauro,545,France,Female,1,26,4,2,1,0,0,0,0,1,0,0,0,199639,0,0.44,1617,98011,0.0968,0.3614,1,32332.06,0.09,1,10,7/30/2015,2435.4,0,4,0,0.55,,
